Acquisition Type,AMI Category,Bathrooms,Bedrooms,Block GeoID,Built Year,Organizational Sponsor/Owner,Property/Project Name,Restriction Type,Square Feet,Tenure Type,Unit ID,Unit Type,Year Unit Became Permanently Affordable
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,994,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,995,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,996,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,1002,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,1003,,2002
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1250,Homeowner,1004,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,1005,,2002
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,1006,,2003
New Construction,HUD + 10%,1.5,3,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1251,Homeowner,1007,,2003
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,1011,,2003
New Construction,HUD + 10%,1.5,2,80130137011,2002,Market,Dakota Ridge Village,Permanently Affordable,1210,Homeowner,1012,,2003
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,650,Rental,1013,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1014,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1015,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1016,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1017,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1018,,2002
Acquisition Only,60% AMI,1,1,80130122023,1972,Boulder Housing Partners,Twin Pines Apartments,Permanently Affordable,500,Rental,1019,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1021,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1022,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1023,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1024,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1025,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1026,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1027,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1028,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1029,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1030,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1031,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1032,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1033,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1034,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1035,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1036,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1037,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1038,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1039,,2002
Acquisition Only,50% AMI,1,1,80130122031,1977,Boulder Housing Partners,Hayden Place Apartments,Permanently Affordable,528,Rental,1040,,2002
New Construction,HUD + 10%,1,1,80130126081,2002,Archdiocesan Housing Management Services,Dunn Memorial,Permanently Affordable,720,Rental,1041,,2002
New Construction,HUD + 10%,1,1,80130126081,2002,Archdiocesan Housing Management Services,Dunn Memorial,Permanently Affordable,720,Rental,1042,,2002
New Construction,HUD + 10%,1,1,80130126081,2002,Archdiocesan Housing Management Services,Dunn Memorial,Permanently Affordable,720,Rental,1043,,2002
New Construction,HUD + 10%,1.5,3,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1273,Homeowner,1048,,2004
New Construction,HUD + 10%,1.5,2,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1140,Homeowner,1049,,2004
New Construction,HUD + 10%,1.5,2,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1140,Homeowner,1051,,2004
New Construction,HUD + 10%,1.5,4,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1842,Homeowner,1052,,2004
New Construction,60% AMI,1,1,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,760,Homeowner,1053,,2004
New Construction,60% AMI,3.5,4,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1518,Homeowner,1054,,2004
New Construction,60% AMI,2,3,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,988,Homeowner,1055,,2004
New Construction,HUD Low,1.5,3,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1273,Homeowner,1056,,2004
New Construction,HUD + 10%,1.5,2,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1140,Homeowner,1057,,2004
New Construction,60% AMI,1,1,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,760,Homeowner,1058,,2004
New Construction,HUD + 10%,2.5,3,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1536,Homeowner,1059,,2004
New Construction,60% AMI,1.5,2,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1024,Homeowner,1060,,2004
New Construction,HUD + 10%,2.5,3,80130121051,2004,Affordable Housing Alliance,Northern Lights,Permanently Affordable,1560,Homeowner,1061,,2004
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6386,,2017
Acquisition Only,HUD + 10%,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,15,Rental,1065,,2002
Acquisition Only,HUD + 10%,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,110,Rental,1066,,2002
Acquisition Only,50% AMI,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,97,Rental,1067,,2002
Acquisition Only,50% AMI,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,200,Rental,1068,,2002
Acquisition Only,50% AMI,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,110,Rental,1069,,2002
Acquisition Only,50% AMI,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,100,Rental,1070,,2002
Acquisition Only,60% AMI,1,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,120,Rental,1071,,2002
Acquisition Only,60% AMI,1,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,110,Rental,1072,,2002
Acquisition Only,60% AMI,1,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,105,Rental,1073,,2002
Acquisition Only,60% AMI,0,0,80130122012,1905,Boulder Housing Coalition,Masala House,Permanently Affordable,252,Rental,1074,,2002
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6387,,2017
New Construction,30% AMI,0,1,80130121024,2003,Boulder County Aids Project,Eaton House,Permanently Affordable,,Rental,1077,,2002
New Construction,30% AMI,0,1,80130121024,2003,Boulder County Aids Project,Eaton House,Permanently Affordable,,Rental,1078,,2002
New Construction,30% AMI,0,1,80130121024,2003,Boulder County Aids Project,Eaton House,Permanently Affordable,,Rental,1079,,2002
New Construction,30% AMI,1,1,80130121024,2003,Boulder County Aids Project,Eaton House,Permanently Affordable,,Rental,1080,,2002
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6388,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6389,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6390,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6391,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6392,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6393,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6394,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6395,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6396,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6397,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6398,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6399,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6400,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6401,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6402,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6403,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6404,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6405,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6406,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6407,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6408,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6409,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6410,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6411,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6412,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6413,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6414,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6415,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6416,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6417,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6418,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6419,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6420,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6421,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6422,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6423,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6424,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6425,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6426,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6427,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6428,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6429,,2017
Acquisition/Rehab,60% AMI,1,3,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1290,Rental,6430,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6431,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6432,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6433,,2017
Acquisition/Rehab,60% AMI,1,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6434,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1974,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,1040,Rental,6435,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6439,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,500,Rental,6440,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6441,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6442,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6443,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,740,Rental,6444,,2017
Acquisition/Rehab,60% AMI,2,2,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,740,Rental,6445,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6446,,2017
Acquisition/Rehab,60% AMI,1,1,80130125082,1972,Boulder Housing Partners,Tantra Lake Apartments,Permanently Affordable,600,Rental,6447,,2017
