id,area_code,year,household_type_id,household_type_description,age_group_id,age_group_description,total_households
559,0,2032,1,One adult with no children,3,45-64,245114
560,0,2032,1,One adult with no children,4,65 & Over,307243
561,0,2032,2,One adult with children,0,Total,115356
562,0,2032,2,One adult with children,1,18-24,3320
563,0,2032,2,One adult with children,2,25-44,80140
564,0,2032,2,One adult with children,3,45-64,31175
565,0,2032,2,One adult with children,4,65 & Over,721
566,0,2032,3,More than one adult with no children,0,Total,1171146
567,0,2032,3,More than one adult with no children,1,18-24,62078
568,0,2032,3,More than one adult with no children,2,25-44,267030
569,0,2032,3,More than one adult with no children,3,45-64,433500
570,0,2032,3,More than one adult with no children,4,65 & Over,408538
571,0,2032,4,More than one adult with children,0,Total,697242
572,0,2032,4,More than one adult with children,1,18-24,14464
573,0,2032,4,More than one adult with children,2,25-44,437739
574,0,2032,4,More than one adult with children,3,45-64,217655
575,0,2032,4,More than one adult with children,4,65 & Over,27384
576,0,2033,0,All Households,0,Total,2801100
577,0,2033,0,All Households,1,18-24,108865
578,0,2033,0,All Households,2,25-44,995821
579,0,2033,0,All Households,3,45-64,942024
580,0,2033,0,All Households,4,65 & Over,754390
581,0,2033,1,One adult with no children,0,Total,791572
582,0,2033,1,One adult with no children,1,18-24,28993
583,0,2033,1,One adult with no children,2,25-44,202384
584,0,2033,1,One adult with no children,3,45-64,248907
585,0,2033,1,One adult with no children,4,65 & Over,311288
586,0,2033,2,One adult with children,0,Total,116714
587,0,2033,2,One adult with children,1,18-24,3316
588,0,2033,2,One adult with children,2,25-44,81007
589,0,2033,2,One adult with children,3,45-64,31669
590,0,2033,2,One adult with children,4,65 & Over,722
591,0,2033,3,More than one adult with no children,0,Total,1186811
592,0,2033,3,More than one adult with no children,1,18-24,62103
593,0,2033,3,More than one adult with no children,2,25-44,269868
594,0,2033,3,More than one adult with no children,3,45-64,440357
595,0,2033,3,More than one adult with no children,4,65 & Over,414483
596,0,2033,4,More than one adult with children,0,Total,706003
597,0,2033,4,More than one adult with children,1,18-24,14453
598,0,2033,4,More than one adult with children,2,25-44,442562
599,0,2033,4,More than one adult with children,3,45-64,221091
600,0,2033,4,More than one adult with children,4,65 & Over,27897
601,0,2034,0,All Households,0,Total,2835394
602,0,2034,0,All Households,1,18-24,108973
603,0,2034,0,All Households,2,25-44,1005259
604,0,2034,0,All Households,3,45-64,954731
605,0,2034,0,All Households,4,65 & Over,766431
606,0,2034,1,One adult with no children,0,Total,801303
607,0,2034,1,One adult with no children,1,18-24,29003
608,0,2034,1,One adult with no children,2,25-44,204152
609,0,2034,1,One adult with no children,3,45-64,252190
610,0,2034,1,One adult with no children,4,65 & Over,315958
611,0,2034,2,One adult with children,0,Total,117913
612,0,2034,2,One adult with children,1,18-24,3313
613,0,2034,2,One adult with children,2,25-44,81778
614,0,2034,2,One adult with children,3,45-64,32095
615,0,2034,2,One adult with children,4,65 & Over,727
616,0,2034,3,More than one adult with no children,0,Total,1202266
617,0,2034,3,More than one adult with no children,1,18-24,62197
618,0,2034,3,More than one adult with no children,2,25-44,272423
619,0,2034,3,More than one adult with no children,3,45-64,446360
620,0,2034,3,More than one adult with no children,4,65 & Over,421286
621,0,2034,4,More than one adult with children,0,Total,713912
622,0,2034,4,More than one adult with children,1,18-24,14460
623,0,2034,4,More than one adult with children,2,25-44,446906
624,0,2034,4,More than one adult with children,3,45-64,224086
625,0,2034,4,More than one adult with children,4,65 & Over,28460
626,0,2035,0,All Households,0,Total,2868453
627,0,2035,0,All Households,1,18-24,108968
628,0,2035,0,All Households,2,25-44,1012900
629,0,2035,0,All Households,3,45-64,966653
630,0,2035,0,All Households,4,65 & Over,779932
631,0,2035,1,One adult with no children,0,Total,811028
632,0,2035,1,One adult with no children,1,18-24,28981
633,0,2035,1,One adult with no children,2,25-44,205569
634,0,2035,1,One adult with no children,3,45-64,255250
635,0,2035,1,One adult with no children,4,65 & Over,321228
636,0,2035,2,One adult with children,0,Total,118939
637,0,2035,2,One adult with children,1,18-24,3312
638,0,2035,2,One adult with children,2,25-44,82398
639,0,2035,2,One adult with children,3,45-64,32498
640,0,2035,2,One adult with children,4,65 & Over,731
641,0,2035,3,More than one adult with no children,0,Total,1217640
642,0,2035,3,More than one adult with no children,1,18-24,62220
643,0,2035,3,More than one adult with no children,2,25-44,274498
644,0,2035,3,More than one adult with no children,3,45-64,452035
645,0,2035,3,More than one adult with no children,4,65 & Over,428887
646,0,2035,4,More than one adult with children,0,Total,720846
647,0,2035,4,More than one adult with children,1,18-24,14455
648,0,2035,4,More than one adult with children,2,25-44,450435
649,0,2035,4,More than one adult with children,3,45-64,226870
650,0,2035,4,More than one adult with children,4,65 & Over,29086
651,0,2036,0,All Households,0,Total,2900579
652,0,2036,0,All Households,1,18-24,108676
653,0,2036,0,All Households,2,25-44,1019537
654,0,2036,0,All Households,3,45-64,979600
655,0,2036,0,All Households,4,65 & Over,792766
656,0,2036,1,One adult with no children,0,Total,820449
657,0,2036,1,One adult with no children,1,18-24,28889
658,0,2036,1,One adult with no children,2,25-44,206780
659,0,2036,1,One adult with no children,3,45-64,258583
660,0,2036,1,One adult with no children,4,65 & Over,326197
661,0,2036,2,One adult with children,0,Total,119891
662,0,2036,2,One adult with children,1,18-24,3302
663,0,2036,2,One adult with children,2,25-44,82924
664,0,2036,2,One adult with children,3,45-64,32935
665,0,2036,2,One adult with children,4,65 & Over,730
666,0,2036,3,More than one adult with no children,0,Total,1232723
667,0,2036,3,More than one adult with no children,1,18-24,62081
668,0,2036,3,More than one adult with no children,2,25-44,276315
669,0,2036,3,More than one adult with no children,3,45-64,458182
670,0,2036,3,More than one adult with no children,4,65 & Over,436145
671,0,2036,4,More than one adult with children,0,Total,727516
672,0,2036,4,More than one adult with children,1,18-24,14404
673,0,2036,4,More than one adult with children,2,25-44,453518
674,0,2036,4,More than one adult with children,3,45-64,229900
675,0,2036,4,More than one adult with children,4,65 & Over,29694
676,0,2037,0,All Households,0,Total,2931578
677,0,2037,0,All Households,1,18-24,108490
678,0,2037,0,All Households,2,25-44,1024176
679,0,2037,0,All Households,3,45-64,995583
680,0,2037,0,All Households,4,65 & Over,803329
681,0,2037,1,One adult with no children,0,Total,829332
682,0,2037,1,One adult with no children,1,18-24,28820
683,0,2037,1,One adult with no children,2,25-44,207555
684,0,2037,1,One adult with no children,3,45-64,262744
685,0,2037,1,One adult with no children,4,65 & Over,330213
686,0,2037,2,One adult with children,0,Total,120777
687,0,2037,2,One adult with children,1,18-24,3293
688,0,2037,2,One adult with children,2,25-44,83287
689,0,2037,2,One adult with children,3,45-64,33464
690,0,2037,2,One adult with children,4,65 & Over,733
691,0,2037,3,More than one adult with no children,0,Total,1247496
692,0,2037,3,More than one adult with no children,1,18-24,61996
693,0,2037,3,More than one adult with no children,2,25-44,277591
694,0,2037,3,More than one adult with no children,3,45-64,465748
695,0,2037,3,More than one adult with no children,4,65 & Over,442161
696,0,2037,4,More than one adult with children,0,Total,733973
697,0,2037,4,More than one adult with children,1,18-24,14381
698,0,2037,4,More than one adult with children,2,25-44,455743
699,0,2037,4,More than one adult with children,3,45-64,233627
700,0,2037,4,More than one adult with children,4,65 & Over,30222
701,0,2038,0,All Households,0,Total,2962077
702,0,2038,0,All Households,1,18-24,108232
703,0,2038,0,All Households,2,25-44,1027390
704,0,2038,0,All Households,3,45-64,1014317
705,0,2038,0,All Households,4,65 & Over,812138
706,0,2038,1,One adult with no children,0,Total,837910
707,0,2038,1,One adult with no children,1,18-24,28734
708,0,2038,1,One adult with no children,2,25-44,208074
709,0,2038,1,One adult with no children,3,45-64,267611
710,0,2038,1,One adult with no children,4,65 & Over,333491
711,0,2038,2,One adult with children,0,Total,121648
712,0,2038,2,One adult with children,1,18-24,3283
713,0,2038,2,One adult with children,2,25-44,83536
714,0,2038,2,One adult with children,3,45-64,34101
715,0,2038,2,One adult with children,4,65 & Over,728
716,0,2038,3,More than one adult with no children,0,Total,1262214
717,0,2038,3,More than one adult with no children,1,18-24,61871
718,0,2038,3,More than one adult with no children,2,25-44,278484
719,0,2038,3,More than one adult with no children,3,45-64,474624
720,0,2038,3,More than one adult with no children,4,65 & Over,447235
721,0,2038,4,More than one adult with children,0,Total,740305
722,0,2038,4,More than one adult with children,1,18-24,14344
723,0,2038,4,More than one adult with children,2,25-44,457296
724,0,2038,4,More than one adult with children,3,45-64,237981
725,0,2038,4,More than one adult with children,4,65 & Over,30684
726,0,2039,0,All Households,0,Total,2992496
727,0,2039,0,All Households,1,18-24,108484
728,0,2039,0,All Households,2,25-44,1030664
729,0,2039,0,All Households,3,45-64,1032812
730,0,2039,0,All Households,4,65 & Over,820536
731,0,2039,1,One adult with no children,0,Total,846383
732,0,2039,1,One adult with no children,1,18-24,28794
733,0,2039,1,One adult with no children,2,25-44,208588
734,0,2039,1,One adult with no children,3,45-64,272411
735,0,2039,1,One adult with no children,4,65 & Over,336590
736,0,2039,2,One adult with children,0,Total,122533
737,0,2039,2,One adult with children,1,18-24,3291
738,0,2039,2,One adult with children,2,25-44,83793
739,0,2039,2,One adult with children,3,45-64,34724
740,0,2039,2,One adult with children,4,65 & Over,725
741,0,2039,3,More than one adult with no children,0,Total,1276897
742,0,2039,3,More than one adult with no children,1,18-24,62029
743,0,2039,3,More than one adult with no children,2,25-44,279391
744,0,2039,3,More than one adult with no children,3,45-64,483388
745,0,2039,3,More than one adult with no children,4,65 & Over,452089
746,0,2039,4,More than one adult with children,0,Total,746683
747,0,2039,4,More than one adult with children,1,18-24,14370
748,0,2039,4,More than one adult with children,2,25-44,458892
749,0,2039,4,More than one adult with children,3,45-64,242289
750,0,2039,4,More than one adult with children,4,65 & Over,31132
751,0,2040,0,All Households,0,Total,3022253
752,0,2040,0,All Households,1,18-24,108868
753,0,2040,0,All Households,2,25-44,1033732
754,0,2040,0,All Households,3,45-64,1050163
755,0,2040,0,All Households,4,65 & Over,829490
756,0,2040,1,One adult with no children,0,Total,854757
757,0,2040,1,One adult with no children,1,18-24,28886
758,0,2040,1,One adult with no children,2,25-44,209061
759,0,2040,1,One adult with no children,3,45-64,276905
760,0,2040,1,One adult with no children,4,65 & Over,339905
761,0,2040,2,One adult with children,0,Total,123363
762,0,2040,2,One adult with children,1,18-24,3300
763,0,2040,2,One adult with children,2,25-44,84027
764,0,2040,2,One adult with children,3,45-64,35312
765,0,2040,2,One adult with children,4,65 & Over,724
766,0,2040,3,More than one adult with no children,0,Total,1291387
767,0,2040,3,More than one adult with no children,1,18-24,62264
768,0,2040,3,More than one adult with no children,2,25-44,280237
769,0,2040,3,More than one adult with no children,3,45-64,491629
770,0,2040,3,More than one adult with no children,4,65 & Over,457257
771,0,2040,4,More than one adult with children,0,Total,752746
772,0,2040,4,More than one adult with children,1,18-24,14418
773,0,2040,4,More than one adult with children,2,25-44,460407
774,0,2040,4,More than one adult with children,3,45-64,246317
775,0,2040,4,More than one adult with children,4,65 & Over,31604
776,0,2041,0,All Households,0,Total,3052333
777,0,2041,0,All Households,1,18-24,109438
778,0,2041,0,All Households,2,25-44,1036178
779,0,2041,0,All Households,3,45-64,1067786
780,0,2041,0,All Households,4,65 & Over,838931
781,0,2041,1,One adult with no children,0,Total,863696
782,0,2041,1,One adult with no children,1,18-24,29022
783,0,2041,1,One adult with no children,2,25-44,209396
784,0,2041,1,One adult with no children,3,45-64,281478
785,0,2041,1,One adult with no children,4,65 & Over,343800
786,0,2041,2,One adult with children,0,Total,124165
787,0,2041,2,One adult with children,1,18-24,3316
788,0,2041,2,One adult with children,2,25-44,84212
789,0,2041,2,One adult with children,3,45-64,35905
790,0,2041,2,One adult with children,4,65 & Over,732
791,0,2041,3,More than one adult with no children,0,Total,1305959
792,0,2041,3,More than one adult with no children,1,18-24,62614
793,0,2041,3,More than one adult with no children,2,25-44,280918
